Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD6259,Coimbatore,Shiv Nadar University,1st,Cyber Security,Google Form
LD6260,Vadodara,Manipal University,1st,Data Science,College Collaboration
LD6261,Trivandrum,SRM University,4th,Cloud Computing,Google Form
LD6262,Jaipur,MIT Pune,1st,Cyber Security,WhatsApp
LD6263,Mumbai,Manipal University,3rd,Robotics,Referral
LD6264,Nagpur,NIT Warangal,1st,Cyber Security,LinkedIn
LD6265,Chennai,University of Delhi,1st,Electric Vehicle,Google Form
LD6266,Lucknow,Manipal University,2nd,Cloud Computing,Google Form
LD6267,Trivandrum,SRM University,2nd,AI,Mass-Mailing
LD6268,Ahmedabad,IISc Bangalore,3rd,Electric Vehicle,Facebook
LD6269,Ahmedabad,XYZ University,1st,Machine Learning,Facebook
LD6270,Visakhapatnam,University of Delhi,3rd,AI,Mass-Mailing
LD6271,Coimbatore,NIT Warangal,3rd,Cyber Security,Facebook
LD6272,Vadodara,University of Delhi,1st,Data Science,Instagram
LD6273,Patna,MIT Pune,2nd,Machine Learning,Google Form
LD6274,Ahmedabad,Jamia Millia Islamia,1st,Electric Vehicle,LinkedIn
LD6275,Visakhapatnam,Shivaji University,3rd,Robotics,LinkedIn
LD6276,Bhopal,Shiv Nadar University,4th,Data Science,Google Form
LD6277,Jaipur,XYZ University,2nd,Electric Vehicle,Email
LD6278,Hyderabad,IIT Delhi,2nd,Machine Learning,Facebook
LD6279,Vadodara,University of Delhi,1st,Machine Learning,Referral
LD6280,Trivandrum,IISc Bangalore,1st,Electric Vehicle,WhatsApp
LD6281,Patna,Bharati Vidyapeeth,4th,Electric Vehicle,College Collaboration
LD6282,Trivandrum,Manipal University,1st,Electric Vehicle,Google Form
LD6283,Trivandrum,IISc Bangalore,3rd,Cyber Security,Google Form
LD6284,Surat,IIT Bombay,2nd,AI,LinkedIn
LD6285,Bhopal,NIT Trichy,3rd,Machine Learning,Instagram
LD6286,Indore,Bharati Vidyapeeth,4th,Cyber Security,Mass-Mailing
LD6287,Mumbai,NIT Warangal,2nd,AI,Google Form
LD6288,Mumbai,IIT Bombay,4th,Machine Learning,Instagram
LD6289,Lucknow,IIT Delhi,2nd,Robotics,Mass-Mailing
LD6290,Pune,Bharati Vidyapeeth,4th,Data Science,Facebook
LD6291,Chandigarh,Bharati Vidyapeeth,4th,Data Science,Instagram
LD6292,Nagpur,XYZ University,4th,AI,Email
LD6293,Pune,Bharati Vidyapeeth,1st,Cloud Computing,College Collaboration
LD6294,Chandigarh,Bharati Vidyapeeth,2nd,Cloud Computing,Referral
LD6295,Jaipur,Manipal University,2nd,Data Science,College Collaboration
LD6296,Indore,IIT Bombay,2nd,Data Science,Facebook
LD6297,Ahmedabad,ABC Institute,2nd,Cloud Computing,LinkedIn
LD6298,Pune,BITS Pilani,3rd,Machine Learning,LinkedIn
LD6299,Kolkata,XYZ University,3rd,Machine Learning,Email
LD6300,Bangalore,Amity University,4th,Cloud Computing,LinkedIn
LD6301,Coimbatore,Jadavpur University,3rd,Machine Learning,Email
LD6302,Chennai,Shiv Nadar University,2nd,Cloud Computing,Facebook
LD6303,Chandigarh,MIT Pune,4th,Electric Vehicle,WhatsApp
LD6304,Chennai,Jamia Millia Islamia,4th,Data Science,Google Form
LD6305,Indore,NIT Trichy,3rd,Data Science,Referral
LD6306,Surat,BITS Pilani,3rd,Cyber Security,LinkedIn
LD6307,Patna,Shivaji University,4th,Data Science,Mass-Mailing
LD6308,Chandigarh,NIT Warangal,3rd,Robotics,College Collaboration
LD6309,Lucknow,BITS Pilani,4th,AI,College Collaboration
LD6310,Hyderabad,SP College,3rd,Data Science,Mass-Mailing
LD6311,Lucknow,Manipal University,4th,AI,LinkedIn
LD6312,Chennai,NIT Warangal,3rd,Cloud Computing,Mass-Mailing
LD6313,Surat,University of Delhi,2nd,Electric Vehicle,Email
LD6314,Surat,NIT Warangal,3rd,Cyber Security,Instagram
LD6315,Indore,BITS Pilani,3rd,Cyber Security,LinkedIn
LD6316,Vadodara,Manipal University,2nd,Robotics,Google Form
LD6317,Indore,MIT Pune,1st,Electric Vehicle,Facebook
LD6318,Hyderabad,Jamia Millia Islamia,4th,Cloud Computing,LinkedIn
LD6319,Chennai,NIT Warangal,2nd,Robotics,WhatsApp
LD6320,Nagpur,VIT Vellore,1st,Data Science,Referral
LD6321,Visakhapatnam,SP College,4th,Machine Learning,Instagram
LD6322,Chennai,IISc Bangalore,1st,Cloud Computing,Google Form
LD6323,Surat,VIT Vellore,3rd,AI,LinkedIn
LD6324,Bangalore,IIT Bombay,2nd,Electric Vehicle,Instagram
LD6325,Vadodara,BITS Pilani,3rd,Electric Vehicle,Mass-Mailing
LD6326,Bhopal,Jadavpur University,1st,Data Science,WhatsApp
LD6327,Delhi,Shiv Nadar University,3rd,Electric Vehicle,Facebook
LD6328,Nagpur,Amity University,3rd,Machine Learning,LinkedIn
LD6329,Kolkata,Shiv Nadar University,3rd,Machine Learning,Mass-Mailing
LD6330,Pune,IISc Bangalore,2nd,Data Science,LinkedIn
LD6331,Ahmedabad,Jamia Millia Islamia,1st,Cloud Computing,Mass-Mailing
LD6332,Nagpur,IISc Bangalore,3rd,Robotics,LinkedIn
LD6333,Surat,BITS Pilani,3rd,Data Science,College Collaboration
LD6334,Mumbai,VIT Vellore,2nd,Cloud Computing,Mass-Mailing
LD6335,Ahmedabad,MIT Pune,4th,Electric Vehicle,Email
LD6336,Jaipur,Manipal University,3rd,Electric Vehicle,Facebook
LD6337,Chennai,SP College,4th,Electric Vehicle,WhatsApp
LD6338,Indore,XYZ University,1st,Data Science,College Collaboration
LD6339,Indore,Shivaji University,2nd,Cyber Security,Referral
LD6340,Delhi,VIT Vellore,3rd,Machine Learning,Referral
LD6341,Surat,Bharati Vidyapeeth,3rd,Electric Vehicle,College Collaboration
LD6342,Delhi,BITS Pilani,1st,Machine Learning,Facebook
LD6343,Hyderabad,Amity University,2nd,Machine Learning,Mass-Mailing
LD6344,Surat,Jadavpur University,2nd,Machine Learning,WhatsApp
LD6345,Bhopal,NIT Warangal,4th,Cloud Computing,College Collaboration
LD6346,Surat,SRM University,1st,Cloud Computing,Referral
LD6347,Jaipur,ABC Institute,4th,Data Science,College Collaboration
LD6348,Patna,Bharati Vidyapeeth,4th,Data Science,College Collaboration
LD6349,Trivandrum,NIT Warangal,2nd,Data Science,Mass-Mailing
LD6350,Nagpur,Manipal University,3rd,Machine Learning,Facebook
LD6351,Vadodara,NIT Trichy,1st,Robotics,Referral
LD6352,Delhi,ABC Institute,4th,Cyber Security,Mass-Mailing
LD6353,Surat,University of Delhi,1st,AI,WhatsApp
LD6354,Hyderabad,Amity University,1st,Robotics,Email
LD6355,Bangalore,NIT Trichy,1st,Data Science,Facebook
LD6356,Visakhapatnam,University of Delhi,1st,Cloud Computing,Email
LD6357,Patna,SP College,4th,Data Science,Facebook
LD6358,Pune,SP College,2nd,Machine Learning,College Collaboration
LD6359,Jaipur,Amity University,4th,Cloud Computing,WhatsApp
LD6360,Surat,Amity University,3rd,Data Science,Referral
LD6361,Lucknow,ABC Institute,2nd,Machine Learning,Email
LD6362,Kolkata,XYZ University,2nd,AI,Mass-Mailing
LD6363,Chandigarh,SRM University,1st,Data Science,Instagram
LD6364,Visakhapatnam,ABC Institute,1st,Cloud Computing,College Collaboration
LD6365,Chandigarh,IIT Bombay,3rd,Data Science,WhatsApp
LD6366,Chennai,BITS Pilani,2nd,Data Science,Google Form
LD6367,Trivandrum,Amity University,2nd,Machine Learning,Referral
LD6368,Lucknow,Bharati Vidyapeeth,3rd,Data Science,WhatsApp
LD6369,Jaipur,SRM University,4th,Machine Learning,College Collaboration
LD6370,Delhi,Manipal University,3rd,Cloud Computing,Referral
LD6371,Kolkata,MIT Pune,1st,Electric Vehicle,Google Form
LD6372,Patna,IIT Delhi,1st,Electric Vehicle,WhatsApp
LD6373,Pune,Shiv Nadar University,1st,Machine Learning,Instagram
LD6374,Ahmedabad,SRM University,4th,Cloud Computing,WhatsApp
LD6375,Hyderabad,Amity University,3rd,Data Science,College Collaboration
LD6376,Delhi,NIT Trichy,4th,Cyber Security,Email
LD6377,Pune,Amity University,3rd,Cyber Security,College Collaboration
LD6378,Ahmedabad,SRM University,1st,Cyber Security,Mass-Mailing
LD6379,Bhopal,IIT Bombay,1st,AI,Instagram
LD6380,Kolkata,SP College,2nd,Machine Learning,Facebook
LD6381,Indore,Jadavpur University,1st,Robotics,Referral
LD6382,Trivandrum,Shivaji University,4th,Robotics,Email
LD6383,Delhi,ABC Institute,3rd,AI,Mass-Mailing
LD6384,Jaipur,NIT Trichy,4th,Data Science,Facebook
LD6385,Visakhapatnam,XYZ University,3rd,Cyber Security,Facebook
LD6386,Chandigarh,Amity University,2nd,AI,Google Form
LD6387,Ahmedabad,University of Delhi,4th,Electric Vehicle,Mass-Mailing
LD6388,Bhopal,IISc Bangalore,4th,AI,College Collaboration
LD6389,Coimbatore,Shiv Nadar University,2nd,Robotics,Google Form
LD6390,Hyderabad,Bharati Vidyapeeth,1st,AI,Mass-Mailing
LD6391,Surat,Amity University,3rd,Cloud Computing,Referral
LD6392,Coimbatore,IISc Bangalore,2nd,Robotics,Referral
LD6393,Hyderabad,Jamia Millia Islamia,4th,Machine Learning,Google Form
LD6394,Delhi,BITS Pilani,3rd,Cloud Computing,LinkedIn
LD6395,Indore,Shivaji University,1st,AI,Google Form
LD6396,Coimbatore,IISc Bangalore,3rd,Machine Learning,LinkedIn
LD6397,Ahmedabad,Amity University,4th,Cyber Security,Referral
LD6398,Mumbai,Shivaji University,2nd,Machine Learning,LinkedIn
LD6399,Chandigarh,Amity University,3rd,AI,Referral
LD6400,Bhopal,Shivaji University,2nd,Cyber Security,College Collaboration
LD6401,Patna,MIT Pune,3rd,Electric Vehicle,Mass-Mailing
LD6402,Chandigarh,MIT Pune,3rd,Cloud Computing,Facebook
LD6403,Jaipur,Manipal University,4th,Data Science,Google Form
LD6404,Surat,BITS Pilani,3rd,Electric Vehicle,Google Form
LD6405,Patna,University of Delhi,2nd,AI,LinkedIn
LD6406,Patna,Shiv Nadar University,4th,Machine Learning,Google Form
LD6407,Hyderabad,IIT Delhi,1st,Cyber Security,College Collaboration
LD6408,Hyderabad,IISc Bangalore,3rd,Robotics,WhatsApp
LD6409,Kolkata,Manipal University,2nd,Machine Learning,Mass-Mailing
LD6410,Bhopal,BITS Pilani,4th,AI,Google Form
LD6411,Jaipur,XYZ University,3rd,Machine Learning,College Collaboration
LD6412,Chandigarh,NIT Trichy,4th,Electric Vehicle,WhatsApp
LD6413,Ahmedabad,Amity University,2nd,AI,Mass-Mailing
LD6414,Kolkata,Jamia Millia Islamia,2nd,AI,WhatsApp
LD6415,Patna,ABC Institute,1st,Data Science,WhatsApp
LD6416,Bangalore,NIT Warangal,4th,Electric Vehicle,Facebook
LD6417,Indore,Shiv Nadar University,1st,Electric Vehicle,LinkedIn
LD6418,Lucknow,Shiv Nadar University,1st,Cloud Computing,Email
LD6419,Indore,University of Delhi,4th,Robotics,Email
LD6420,Hyderabad,SRM University,4th,Data Science,Google Form
LD6421,Trivandrum,VIT Vellore,3rd,Data Science,Email
LD6422,Visakhapatnam,BITS Pilani,2nd,Electric Vehicle,College Collaboration
LD6423,Nagpur,MIT Pune,3rd,Cloud Computing,Google Form
LD6424,Hyderabad,XYZ University,2nd,Cloud Computing,Google Form
LD6425,Patna,VIT Vellore,2nd,Machine Learning,Facebook
LD6426,Indore,Shivaji University,2nd,AI,Mass-Mailing
LD6427,Pune,Jamia Millia Islamia,3rd,Machine Learning,Instagram
LD6428,Jaipur,VIT Vellore,2nd,Cloud Computing,Email
LD6429,Ahmedabad,BITS Pilani,1st,Cyber Security,Mass-Mailing
LD6430,Vadodara,IIT Bombay,3rd,Electric Vehicle,College Collaboration
LD6431,Indore,IIT Delhi,2nd,Robotics,Referral
LD6432,Visakhapatnam,University of Delhi,3rd,Data Science,Mass-Mailing
LD6433,Vadodara,VIT Vellore,1st,Data Science,Facebook
LD6434,Ahmedabad,MIT Pune,2nd,AI,Email
LD6435,Nagpur,Jadavpur University,2nd,Data Science,College Collaboration
LD6436,Jaipur,SRM University,4th,AI,Instagram
LD6437,Jaipur,VIT Vellore,4th,Robotics,Facebook
LD6438,Trivandrum,Shiv Nadar University,2nd,Electric Vehicle,Mass-Mailing
LD6439,Mumbai,Jadavpur University,1st,Robotics,College Collaboration
LD6440,Mumbai,MIT Pune,1st,Robotics,Facebook
LD6441,Bangalore,MIT Pune,2nd,Data Science,Instagram
LD6442,Surat,NIT Warangal,3rd,AI,Mass-Mailing
LD6443,Visakhapatnam,Manipal University,3rd,Robotics,WhatsApp
LD6444,Surat,Bharati Vidyapeeth,4th,Data Science,Instagram
LD6445,Bhopal,Manipal University,4th,Machine Learning,Mass-Mailing
LD6446,Vadodara,NIT Trichy,3rd,Robotics,WhatsApp
LD6447,Chennai,BITS Pilani,1st,Data Science,Referral
LD6448,Chennai,IIT Bombay,1st,Robotics,LinkedIn
LD6449,Jaipur,University of Delhi,1st,Machine Learning,Google Form
LD6450,Chennai,University of Delhi,1st,Robotics,WhatsApp
LD6451,Chennai,XYZ University,2nd,Cyber Security,WhatsApp
LD6452,Bangalore,NIT Trichy,4th,Cyber Security,WhatsApp
LD6453,Trivandrum,NIT Trichy,4th,Electric Vehicle,Instagram
LD6454,Visakhapatnam,Bharati Vidyapeeth,1st,Data Science,WhatsApp
LD6455,Visakhapatnam,Jadavpur University,1st,Data Science,Facebook
LD6456,Bhopal,Bharati Vidyapeeth,2nd,Robotics,Mass-Mailing
LD6457,Bhopal,IIT Bombay,3rd,Cyber Security,Instagram
LD6458,Trivandrum,IIT Delhi,1st,AI,Email
LD6459,Mumbai,Jamia Millia Islamia,2nd,AI,Facebook
LD6460,Coimbatore,Shiv Nadar University,1st,AI,Facebook
LD6461,Jaipur,Amity University,2nd,Cloud Computing,Email
LD6462,Trivandrum,Bharati Vidyapeeth,1st,Data Science,Facebook
LD6463,Surat,IIT Bombay,1st,Cyber Security,Google Form
LD6464,Nagpur,NIT Trichy,2nd,Cyber Security,Instagram
LD6465,Patna,NIT Trichy,4th,Cloud Computing,Facebook
LD6466,Bangalore,Manipal University,2nd,AI,College Collaboration
LD6467,Trivandrum,XYZ University,4th,Cloud Computing,Referral
LD6468,Lucknow,NIT Trichy,3rd,AI,WhatsApp
LD6469,Vadodara,MIT Pune,4th,Cloud Computing,Instagram
LD6470,Chennai,Shiv Nadar University,3rd,Cloud Computing,College Collaboration
LD6471,Jaipur,NIT Trichy,3rd,Machine Learning,College Collaboration
LD6472,Lucknow,IIT Delhi,4th,Data Science,Facebook
LD6473,Hyderabad,Shivaji University,4th,AI,LinkedIn
LD6474,Trivandrum,BITS Pilani,3rd,Machine Learning,Google Form
LD6475,Coimbatore,Manipal University,4th,AI,Google Form
LD6476,Delhi,Jamia Millia Islamia,1st,Electric Vehicle,LinkedIn
LD6477,Indore,ABC Institute,1st,Data Science,WhatsApp
LD6478,Pune,Shivaji University,4th,Electric Vehicle,Email
LD6479,Lucknow,Jamia Millia Islamia,2nd,Electric Vehicle,WhatsApp
LD6480,Vadodara,Shivaji University,1st,Cyber Security,Referral
LD6481,Chennai,IISc Bangalore,3rd,Robotics,LinkedIn
LD6482,Delhi,XYZ University,1st,Machine Learning,Email
LD6483,Chandigarh,Bharati Vidyapeeth,2nd,Cyber Security,LinkedIn
LD6484,Chennai,Bharati Vidyapeeth,2nd,Cyber Security,Referral
LD6485,Jaipur,Amity University,2nd,Electric Vehicle,Instagram
LD6486,Chandigarh,BITS Pilani,3rd,Electric Vehicle,LinkedIn
LD6487,Chennai,SRM University,1st,Electric Vehicle,College Collaboration
LD6488,Trivandrum,NIT Warangal,1st,AI,Facebook
LD6489,Pune,NIT Warangal,2nd,Cloud Computing,LinkedIn
LD6490,Hyderabad,BITS Pilani,4th,Robotics,WhatsApp
LD6491,Nagpur,XYZ University,4th,Cloud Computing,WhatsApp
LD6492,Indore,IISc Bangalore,2nd,AI,LinkedIn
LD6493,Jaipur,University of Delhi,3rd,Electric Vehicle,Facebook
LD6494,Chennai,SRM University,1st,Cloud Computing,Instagram
LD6495,Bangalore,NIT Trichy,2nd,Robotics,Google Form
LD6496,Jaipur,Shivaji University,3rd,Electric Vehicle,Google Form
LD6497,Ahmedabad,XYZ University,4th,Cyber Security,College Collaboration
LD6498,Surat,IISc Bangalore,2nd,Machine Learning,Email
LD6499,Vadodara,NIT Warangal,3rd,Cloud Computing,WhatsApp
LD6500,Trivandrum,IIT Bombay,4th,Electric Vehicle,Referral
LD6501,Indore,IISc Bangalore,2nd,Cyber Security,Email
LD6502,Chennai,Shiv Nadar University,2nd,Cloud Computing,Instagram
LD6503,Trivandrum,University of Delhi,3rd,Data Science,LinkedIn
LD6504,Pune,University of Delhi,2nd,Data Science,LinkedIn
LD6505,Mumbai,MIT Pune,4th,Robotics,Instagram
LD6506,Chennai,SP College,2nd,Cloud Computing,Instagram
LD6507,Visakhapatnam,Amity University,3rd,Electric Vehicle,Referral
LD6508,Ahmedabad,ABC Institute,3rd,Cyber Security,College Collaboration
LD6509,Coimbatore,Amity University,3rd,AI,Mass-Mailing
LD6510,Ahmedabad,Bharati Vidyapeeth,3rd,Electric Vehicle,Mass-Mailing
LD6511,Indore,VIT Vellore,4th,AI,Referral
LD6512,Lucknow,Amity University,2nd,Cloud Computing,LinkedIn
LD6513,Trivandrum,IIT Bombay,2nd,Cyber Security,LinkedIn
LD6514,Indore,Bharati Vidyapeeth,4th,Machine Learning,College Collaboration
LD6515,Bangalore,XYZ University,3rd,Machine Learning,Google Form
LD6516,Kolkata,IIT Bombay,4th,Electric Vehicle,Mass-Mailing
LD6517,Surat,University of Delhi,2nd,Cyber Security,Instagram
LD6518,Bhopal,IIT Bombay,2nd,Machine Learning,Facebook
LD6519,Lucknow,Jadavpur University,4th,Machine Learning,LinkedIn
LD6520,Surat,SRM University,1st,Data Science,College Collaboration
LD6521,Surat,ABC Institute,2nd,Machine Learning,College Collaboration
LD6522,Mumbai,Bharati Vidyapeeth,4th,Cloud Computing,LinkedIn
LD6523,Bangalore,BITS Pilani,1st,Cloud Computing,Referral
LD6524,Surat,NIT Trichy,1st,Machine Learning,College Collaboration
LD6525,Ahmedabad,BITS Pilani,3rd,Data Science,Mass-Mailing
LD6526,Nagpur,NIT Trichy,3rd,Cloud Computing,Referral
LD6527,Bhopal,Bharati Vidyapeeth,2nd,Electric Vehicle,WhatsApp
LD6528,Delhi,IISc Bangalore,1st,Cloud Computing,LinkedIn
LD6529,Pune,IIT Delhi,1st,Data Science,College Collaboration
LD6530,Bangalore,NIT Warangal,1st,Data Science,Mass-Mailing
LD6531,Ahmedabad,Shivaji University,1st,AI,LinkedIn
LD6532,Lucknow,SRM University,3rd,Electric Vehicle,Google Form
LD6533,Hyderabad,XYZ University,2nd,Machine Learning,Referral
LD6534,Visakhapatnam,Manipal University,4th,Cloud Computing,College Collaboration
LD6535,Indore,SRM University,1st,Cloud Computing,Referral
LD6536,Indore,SP College,2nd,Data Science,Mass-Mailing
LD6537,Chandigarh,BITS Pilani,3rd,Data Science,WhatsApp
LD6538,Ahmedabad,Bharati Vidyapeeth,2nd,Machine Learning,Facebook
LD6539,Chandigarh,VIT Vellore,4th,AI,Referral
LD6540,Ahmedabad,Amity University,3rd,Data Science,Referral
LD6541,Delhi,NIT Warangal,3rd,Robotics,Mass-Mailing
LD6542,Kolkata,MIT Pune,2nd,Electric Vehicle,Mass-Mailing
LD6543,Surat,ABC Institute,4th,Machine Learning,Mass-Mailing
LD6544,Mumbai,NIT Trichy,4th,Robotics,Facebook
LD6545,Pune,XYZ University,2nd,Cyber Security,Referral
LD6546,Jaipur,Shivaji University,2nd,Cyber Security,Google Form
LD6547,Ahmedabad,NIT Trichy,4th,Cloud Computing,Facebook
LD6548,Visakhapatnam,IISc Bangalore,1st,Cloud Computing,WhatsApp
LD6549,Bhopal,Bharati Vidyapeeth,1st,Cyber Security,Email
LD6550,Surat,Shiv Nadar University,3rd,Cyber Security,WhatsApp
LD6551,Coimbatore,VIT Vellore,4th,Cloud Computing,College Collaboration
LD6552,Nagpur,Jamia Millia Islamia,1st,Cyber Security,Facebook
LD6553,Nagpur,Shiv Nadar University,1st,Cloud Computing,WhatsApp
LD6554,Pune,ABC Institute,3rd,Data Science,Referral
LD6555,Vadodara,Shiv Nadar University,4th,Robotics,College Collaboration
LD6556,Kolkata,IISc Bangalore,2nd,Machine Learning,LinkedIn
LD6557,Indore,XYZ University,3rd,Cloud Computing,Facebook
LD6558,Indore,Amity University,1st,Cloud Computing,Instagram
LD6559,Delhi,University of Delhi,4th,AI,Google Form
LD6560,Bhopal,ABC Institute,2nd,AI,LinkedIn
LD6561,Jaipur,MIT Pune,2nd,Cloud Computing,Facebook
LD6562,Mumbai,Manipal University,1st,Robotics,Instagram
LD6563,Indore,University of Delhi,4th,Robotics,Google Form
LD6564,Coimbatore,University of Delhi,3rd,Cyber Security,Email
LD6565,Nagpur,IIT Delhi,1st,Cyber Security,WhatsApp
LD6566,Pune,MIT Pune,1st,Cloud Computing,Facebook
LD6567,Patna,XYZ University,1st,AI,Mass-Mailing
LD6568,Indore,Amity University,3rd,Robotics,Referral
LD6569,Chennai,Shiv Nadar University,1st,AI,Email
LD6570,Surat,BITS Pilani,1st,Robotics,WhatsApp
LD6571,Jaipur,ABC Institute,4th,Cloud Computing,WhatsApp
LD6572,Delhi,XYZ University,2nd,Cyber Security,Facebook
LD6573,Hyderabad,SP College,3rd,AI,Instagram
LD6574,Chennai,XYZ University,4th,AI,Mass-Mailing
LD6575,Delhi,Amity University,4th,AI,LinkedIn
LD6576,Indore,IISc Bangalore,4th,Cyber Security,WhatsApp
LD6577,Kolkata,IISc Bangalore,4th,Cyber Security,Facebook
LD6578,Mumbai,IIT Delhi,2nd,Data Science,Mass-Mailing
LD6579,Visakhapatnam,Amity University,3rd,Data Science,Email
LD6580,Trivandrum,SRM University,1st,Machine Learning,LinkedIn
LD6581,Bhopal,NIT Trichy,3rd,Cloud Computing,Email
LD6582,Visakhapatnam,IIT Bombay,2nd,Robotics,WhatsApp
LD6583,Surat,VIT Vellore,3rd,Electric Vehicle,WhatsApp
LD6584,Indore,Amity University,2nd,AI,Mass-Mailing
LD6585,Jaipur,Jadavpur University,3rd,Machine Learning,Instagram
LD6586,Pune,VIT Vellore,2nd,Electric Vehicle,Email
LD6587,Kolkata,IIT Delhi,4th,Cyber Security,Google Form
LD6588,Trivandrum,BITS Pilani,2nd,AI,Instagram
LD6589,Jaipur,Shiv Nadar University,2nd,Machine Learning,College Collaboration
LD6590,Nagpur,VIT Vellore,2nd,Cyber Security,LinkedIn
LD6591,Trivandrum,SP College,4th,Electric Vehicle,Mass-Mailing
LD6592,Lucknow,SRM University,4th,Data Science,LinkedIn
LD6593,Trivandrum,NIT Trichy,2nd,Cloud Computing,Mass-Mailing
LD6594,Hyderabad,IIT Delhi,4th,Cloud Computing,Email
LD6595,Kolkata,NIT Trichy,2nd,Cyber Security,Mass-Mailing
LD6596,Surat,MIT Pune,4th,Cloud Computing,Email
LD6597,Visakhapatnam,Shiv Nadar University,2nd,AI,Facebook
LD6598,Patna,IISc Bangalore,1st,Electric Vehicle,Google Form
LD6599,Surat,NIT Warangal,3rd,Machine Learning,College Collaboration
LD6600,Mumbai,Manipal University,1st,Machine Learning,Mass-Mailing
LD6601,Chandigarh,MIT Pune,3rd,Cloud Computing,Instagram
LD6602,Vadodara,Shivaji University,3rd,Cloud Computing,Email
LD6603,Patna,Jadavpur University,2nd,Electric Vehicle,LinkedIn
